title,studio,domestic_gross,foreign_gross,year,domestic_gross_mil,foreign_gross_mil,worldwide_gross_mil,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_genre
Ae Dil Hai Mushkil,FIP,4300000.0,24100000.0,2016,4.3,24.1,28.400000000000002,tt4559006,Ae Dil Hai Mushkil,Ae Dil Hai Mushkil,2016,158.0,"Drama,Music,Musical",5.8,18481,"Drama,Music,Musical"
Fan,Yash,2300000.0,25900000.0,2016,2.3,25.9,28.2,tt3495026,Fan,Fan,2016,138.0,"Action,Drama,Thriller",7.1,39130,"Action,Drama,Thriller"
M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000.0,2016,1.8,26.0,27.8,tt4169250,M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,2016,184.0,"Biography,Drama,Sport",7.7,28343,"Biography,Drama,Sport"
The Light Between Oceans,BV,12500000.0,13400000.0,2016,12.5,13.4,25.9,tt2547584,The Light Between Oceans,The Light Between Oceans,2016,133.0,"Drama,Romance",7.2,46247,"Drama,Romance"
The Brothers Grimsby,Sony,6900000.0,18300000.0,2016,6.9,18.3,25.200000000000003,tt3381008,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",6.2,82123,"Action,Adventure,Comedy"
Free State of Jones,STX,20800000.0,4200000.0,2016,20.8,4.2,25.0,tt1124037,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135,"Action,Biography,Drama"
A Beautiful Planet,Imax,15500000.0,9400000.0,2016,15.5,9.4,24.9,tt2800050,A Beautiful Planet,A Beautiful Planet,2016,46.0,Documentary,7.4,893,Documentary
God's Not Dead 2,PFR,20800000.0,3700000.0,2016,20.8,3.7,24.5,tt4824308,God's Not Dead 2,God's Not Dead 2,2016,120.0,Drama,4.4,10311,Drama
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016,20.0,3.3,23.3,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",6.1,6413,"Comedy,Family"
Triple 9,ORF,12600000.0,10500000.0,2016,12.6,10.5,23.1,tt1712261,Triple 9,Triple 9,2016,115.0,"Crime,Thriller",6.3,60369,"Crime,Thriller"
Captain Fantastic,BST,5900000.0,16900000.0,2016,5.9,16.9,22.799999999999997,tt3553976,Captain Fantastic,Captain Fantastic,2016,118.0,"Comedy,Drama",7.9,159329,"Comedy,Drama"
Julieta,SPC,1500000.0,21000000.0,2016,1.5,21.0,22.5,tt4326444,Julieta,Julieta,2016,99.0,"Drama,Mystery,Romance",7.1,24556,"Drama,Mystery,Romance"
Fifty Shades of Black,ORF,11700000.0,10500000.0,2016,11.7,10.5,22.2,tt4667094,Fifty Shades of Black,Fifty Shades of Black,2016,92.0,Comedy,3.5,17189,Comedy
The Edge of Seventeen,STX,14400000.0,4400000.0,2016,14.4,4.4,18.8,tt1878870,The Edge of Seventeen,The Edge of Seventeen,2016,104.0,"Comedy,Drama",7.3,87602,"Comedy,Drama"
Neerja,FIP,1600000.0,16000000.0,2016,1.6,16.0,17.6,tt5286444,Neerja,Neerja,2016,122.0,"Biography,Drama,Thriller",7.7,18420,"Biography,Drama,Thriller"
Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016,10.9,5.5,16.4,tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187,"Action,Comedy,Horror"
Sword Master,WGUSA,75500.0,14600000.0,2016,0.0755,14.6,14.6755,tt5269396,Sword Master,San shao ye de jian,2016,108.0,"Action,Drama",6.1,1805,"Action,Drama"
The Other Side of the Door,Fox,3000000.0,11300000.0,2016,3.0,11.3,14.3,tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96.0,Horror,5.3,15813,Horror
Sing Street,Wein.,3200000.0,10400000.0,2016,3.2,10.4,13.600000000000001,tt3544112,Sing Street,Sing Street,2016,106.0,"Comedy,Drama,Music",8.0,74651,"Comedy,Drama,Music"
Shut In,EC,6900000.0,6200000.0,2016,6.9,6.2,13.100000000000001,tt2582500,Shut In,Shut In,2016,91.0,"Drama,Mystery,Thriller",4.7,11030,"Drama,Mystery,Thriller"
Loving,Focus,7800000.0,5200000.0,2016,7.8,5.2,13.0,tt4669986,Loving,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079,"Biography,Drama,Romance"
The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000.0,2016,2.9,9.4,12.3,tt2531318,The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,2016,106.0,"Documentary,Music",7.8,9666,"Documentary,Music"
Our Kind of Traitor,RAtt.,3200000.0,7600000.0,2016,3.2,7.6,10.8,tt1995390,Our Kind of Traitor,Our Kind of Traitor,2016,108.0,"Crime,Drama,Thriller",6.2,17511,"Crime,Drama,Thriller"
The Perfect Match,LGF,9700000.0,745000.0,2016,9.7,0.745,10.444999999999999,tt4871980,The Perfect Match,The Perfect Match,2016,96.0,"Comedy,Romance",4.9,3052,"Comedy,Romance"
Queen of Katwe,BV,8900000.0,1500000.0,2016,8.9,1.5,10.4,tt4341582,Queen of Katwe,Queen of Katwe,2016,124.0,"Biography,Drama,Sport",7.4,13039,"Biography,Drama,Sport"
Miss Sloane,EC,3500000.0,5600000.0,2016,3.5,5.6,9.1,tt4540710,Miss Sloane,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788,"Drama,Thriller"
Morgan,Fox,3900000.0,4900000.0,2016,3.9,4.9,8.8,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487,"Action,Horror,Sci-Fi"
Southside with You,RAtt.,6300000.0,208000.0,2016,6.3,0.208,6.508,tt4258698,Southside with You,Southside with You,2016,84.0,"Biography,Drama,History",6.3,7282,"Biography,Drama,History"
Incarnate,BH Tilt,4800000.0,1500000.0,2016,4.8,1.5,6.3,tt3216348,Incarnate,Incarnate,2016,91.0,"Horror,Thriller",5.3,10217,"Horror,Thriller"
Max Steel,ORF,3800000.0,2500000.0,2016,3.8,2.5,6.3,tt1472584,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788,"Action,Adventure,Family"
Midnight Special,WB,3700000.0,2500000.0,2016,3.7,2.5,6.2,tt2649554,Midnight Special,Midnight Special,2016,112.0,"Action,Drama,Mystery",6.6,67921,"Action,Drama,Mystery"
The Duelist,Sony,13500.0,6100000.0,2016,0.0135,6.1,6.113499999999999,tt5282006,The Duelist,Duelyant,2016,109.0,"Action,Drama,Thriller",6.4,2487,"Action,Drama,Thriller"
The Autopsy of Jane Doe,IFC,10500.0,6000000.0,2016,0.0105,6.0,6.0105,tt3289956,The Autopsy of Jane Doe,The Autopsy of Jane Doe,2016,86.0,"Horror,Mystery,Thriller",6.8,76339,"Horror,Mystery,Thriller"
Genius,RAtt.,1400000.0,4300000.0,2016,1.4,4.3,5.699999999999999,tt1703957,Genius,Genius,2016,104.0,"Biography,Drama",6.6,15611,"Biography,Drama"
Indignation,RAtt.,3400000.0,523000.0,2016,3.4,0.523,3.923,tt4193394,Indignation,Indignation,2016,110.0,"Drama,Romance",6.8,10557,"Drama,Romance"
Rules Don't Apply,Fox,3700000.0,233000.0,2016,3.7,0.233,3.9330000000000003,tt1974420,Rules Don't Apply,Rules Don't Apply,2016,127.0,"Comedy,Drama,Romance",5.7,7794,"Comedy,Drama,Romance"
Naam Hai Akira,FIP,219000.0,3500000.0,2016,0.219,3.5,3.719,tt5465370,Naam Hai Akira,Akira,2016,137.0,"Action,Thriller",5.9,3455,"Action,Thriller"
American Honey,A24,663000.0,1200000.0,2016,0.663,1.2,1.863,tt3721936,American Honey,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663,"Adventure,Drama,Romance"
Rustom,Zee,1100000.0,571000.0,2016,1.1,0.571,1.671,tt5165344,Rustom,Rustom,2016,148.0,"Crime,Drama,Thriller",7.1,19991,"Crime,Drama,Thriller"
Star Wars: The Last Jedi,BV,620200000.0,712400000.0,2017,620.2,712.4,1332.6,tt2527336,Star Wars: The Last Jedi,Star Wars: Episode VIII - The Last Jedi,2017,152.0,"Action,Adventure,Fantasy",7.1,462903,"Action,Adventure,Fantasy"
Despicable Me 3,Uni.,264600000.0,770200000.0,2017,264.6,770.2,1034.8000000000002,tt3469046,Despicable Me 3,Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy",6.3,92580,"Adventure,Animation,Comedy"
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000.0,2017,404.5,557.6,962.1,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735,"Action,Adventure,Comedy"
Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017,334.2,546.0,880.2,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302,"Action,Adventure,Sci-Fi"
Wolf Warrior 2,HC,2700000.0,867600000.0,2017,2.7,867.6,870.3000000000001,tt7131870,Wolf Warrior 2,Zhan lang II,2017,123.0,"Action,Drama,Thriller",6.2,5684,"Action,Drama,Thriller"
Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000.0,2017,389.8,473.9,863.7,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy",7.7,482917,"Action,Adventure,Comedy"
Thor: Ragnarok,BV,315100000.0,538900000.0,2017,315.1,538.9,854.0,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995,"Action,Adventure,Comedy"
Wonder Woman,WB,412600000.0,409300000.0,2017,412.6,409.3,821.9000000000001,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527,"Action,Adventure,Fantasy"
Coco,BV,209700000.0,597400000.0,2017,209.7,597.4,807.0999999999999,tt2380307,Coco,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194,"Adventure,Animation,Comedy"
Coco,BV,209700000.0,597400000.0,2017,209.7,597.4,807.0999999999999,tt7002100,Coco,Coco,2017,98.0,Horror,7.4,35,Horror
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017,172.6,622.3,794.9,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",6.6,228592,"Action,Adventure,Fantasy"
It,WB (NL),327500000.0,372900000.0,2017,327.5,372.9,700.4,tt1396484,It,It,2017,135.0,"Horror,Thriller",7.4,359123,"Horror,Thriller"
Justice League,WB,229000000.0,428900000.0,2017,229.0,428.9,657.9,tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135,"Action,Adventure,Fantasy"
Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017,130.199999,475.3,605.499999,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007,"Action,Adventure,Sci-Fi"
Kong: Skull Island,WB,168100000.0,398600000.0,2017,168.1,398.6,566.7,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720,"Action,Adventure,Fantasy"
The Boss Baby,Fox,175000000.0,353000000.0,2017,175.0,353.0,528.0,tt3874544,The Boss Baby,The Boss Baby,2017,97.0,"Adventure,Animation,Comedy",6.3,93730,"Adventure,Animation,Comedy"
Dunkirk,WB,188000000.0,337200000.0,2017,188.0,337.2,525.2,tt5013056,Dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580,"Action,Drama,History"
War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017,146.9,343.8,490.70000000000005,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",7.5,201943,"Action,Adventure,Drama"
The Greatest Showman,Fox,174300000.0,260700000.0,2017,174.3,260.7,435.0,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663,"Biography,Drama,Musical"
Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017,100.2,310.7,410.9,tt4649466,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy",6.8,230797,"Action,Adventure,Comedy"
Cars 3,BV,152900000.0,231000000.0,2017,152.9,231.0,383.9,tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy",6.8,59408,"Adventure,Animation,Comedy"
Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017,114.6,267.0,381.6,tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017,118.0,"Drama,Romance",4.6,81706,"Drama,Romance"
The Great Wall,Uni.,45500000.0,289400000.0,2017,45.5,289.4,334.9,tt7535780,The Great Wall,The Great Wall,2017,72.0,Documentary,6.5,24,Documentary
Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017,102.1,204.4,306.5,tt5140878,Annabelle: Creation,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller",6.5,90402,"Horror,Mystery,Thriller"
Wonder,LGF,132400000.0,173500000.0,2017,132.4,173.5,305.9,tt2543472,Wonder,Wonder,2017,113.0,"Drama,Family",8.0,111632,"Drama,Family"
Ferdinand,Fox,84400000.0,211700000.0,2017,84.4,211.7,296.1,tt3411444,Ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229,"Adventure,Animation,Comedy"
Blade Runner 2049,WB,92100000.0,167200000.0,2017,92.1,167.2,259.29999999999995,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,"Drama,Mystery,Sci-Fi"
Get Out,Uni.,176000000.0,79400000.0,2017,176.0,79.4,255.4,tt5052448,Get Out,Get Out,2017,104.0,"Horror,Mystery,Thriller",7.7,400474,"Horror,Mystery,Thriller"
Kung Fu Yoga,WGUSA,363000.0,253800000.0,2017,0.363,253.8,254.163,tt4217392,Kung Fu Yoga,Gong fu yu jia,2017,107.0,"Action,Adventure,Comedy",5.2,7549,"Action,Adventure,Comedy"
Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017,20.2,234.0,254.2,tt4849438,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama",8.3,65656,"Action,Drama"
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000.0,2017,0.88,245.7,246.57999999999998,tt5273624,Journey to the West: The Demons Strike Back,Journey to the West: Demon Chapter,2017,109.0,"Adventure,Comedy,Fantasy",5.4,2340,"Adventure,Comedy,Fantasy"
Alien: Covenant,Fox,74300000.0,166600000.0,2017,74.3,166.6,240.89999999999998,tt2316204,Alien: Covenant,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,"Horror,Sci-Fi,Thriller"
Baby Driver,TriS,107800000.0,119100000.0,2017,107.8,119.1,226.89999999999998,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977,"Action,Crime,Drama"
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017,41.2,184.7,225.89999999999998,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792,"Action,Adventure,Fantasy"
Geostorm,WB,33700000.0,187900000.0,2017,33.7,187.9,221.60000000000002,tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287,"Action,Sci-Fi,Thriller"
The Emoji Movie,Sony,86100000.0,131699999.0,2017,86.1,131.699999,217.79999899999999,tt4877122,The Emoji Movie,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy",3.2,47294,"Adventure,Animation,Comedy"
A Dog's Purpose,Uni.,64500000.0,140500000.0,2017,64.5,140.5,205.0,tt1753383,A Dog's Purpose,A Dog's Purpose,2017,100.0,"Adventure,Comedy,Drama",7.1,53805,"Adventure,Comedy,Drama"
Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017,45.0,152.2,197.2,tt2398241,Smurfs: The Lost Village,Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy",6.0,15612,"Adventure,Animation,Comedy"
The Shape of Water,FoxS,63900000.0,131400000.0,2017,63.9,131.4,195.3,tt5580390,The Shape of Water,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112,"Adventure,Drama,Fantasy"
Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017,104.9,80.5,185.4,tt4765284,Pitch Perfect 3,Pitch Perfect 3,2017,93.0,"Comedy,Music",5.8,45127,"Comedy,Music"
The Post,Fox,81900000.0,97900000.0,2017,81.9,97.9,179.8,tt6294822,The Post,The Post,2017,116.0,"Biography,Drama,History",7.2,108017,"Biography,Drama,History"
Baywatch,Par.,58100000.0,119800000.0,2017,58.1,119.8,177.9,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",5.6,137528,"Action,Comedy,Crime"
The Hitman's Bodyguard,LG/S,75500000.0,101100000.0,2017,75.5,101.1,176.6,tt1959563,The Hitman's Bodyguard,The Hitman's Bodyguard,2017,118.0,"Action,Comedy,Thriller",6.9,161764,"Action,Comedy,Thriller"
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017,54.5,104.7,159.2,tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama",8.2,344047,"Crime,Drama"
Duckweed,CL,472000.0,150600000.0,2017,0.472,150.6,151.072,tt6461514,Duckweed,Cheng feng po lang,2017,102.0,"Comedy,Drama,Fantasy",6.5,1010,"Comedy,Drama,Fantasy"
Darkest Hour,Focus,56500000.0,94400000.0,2017,56.5,94.4,150.9,tt4555426,Darkest Hour,Darkest Hour,2017,125.0,"Biography,Drama,History",7.4,136546,"Biography,Drama,History"
King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017,39.2,109.5,148.7,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054,"Action,Adventure,Drama"
The Foreigner,STX,34400000.0,111000000.0,2017,34.4,111.0,145.4,tt1615160,The Foreigner,The Foreigner,2017,113.0,"Action,Thriller",7.0,81288,"Action,Thriller"
Girls Trip,Uni.,115200000.0,25400000.0,2017,115.2,25.4,140.6,tt3564472,Girls Trip,Girls Trip,2017,122.0,"Comedy,Drama",6.2,29321,"Comedy,Drama"
American Made,Uni.,51300000.0,83500000.0,2017,51.3,83.5,134.8,tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy",7.2,131043,"Action,Biography,Comedy"
A Bad Moms Christmas,STX,72100000.0,58400000.0,2017,72.1,58.4,130.5,tt6359956,A Bad Moms Christmas,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy",5.5,33056,"Adventure,Comedy"
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017,73.9,51.6,125.5,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",6.2,21903,"Action,Animation,Comedy"
Happy Death Day,Uni.,55700000.0,69800000.0,2017,55.7,69.8,125.5,tt5308322,Happy Death Day,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller",6.5,87132,"Horror,Mystery,Thriller"
The Dark Tower,Sony,50700000.0,62500000.0,2017,50.7,62.5,113.2,tt1648190,The Dark Tower,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy",5.7,107518,"Action,Adventure,Fantasy"
Buddies in India,CL,293000.0,109300000.0,2017,0.293,109.3,109.593,tt6152908,Buddies in India,Buddies in India,2017,99.0,"Action,Comedy",3.7,221,"Action,Comedy"
Jigsaw,LGF,38100000.0,64900000.0,2017,38.1,64.9,103.0,tt3348730,Jigsaw,Jigsaw,2017,92.0,"Crime,Horror,Mystery",5.8,57184,"Crime,Horror,Mystery"
Atomic Blonde,Focus,51700000.0,48300000.0,2017,51.7,48.3,100.0,tt2406566,Atomic Blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",6.7,150407,"Action,Mystery,Thriller"
The Shack,LG/S,57400000.0,39600000.0,2017,57.4,39.6,97.0,tt2872518,The Shack,The Shack,2017,132.0,"Drama,Fantasy",6.3,26065,"Drama,Fantasy"
Tiger Zinda Hai,Yash,5600000.0,81800000.0,2017,5.6,81.8,87.39999999999999,tt5956100,Tiger Zinda Hai,Tiger Zinda Hai,2017,161.0,"Action,Adventure,Thriller",6.1,18928,"Action,Adventure,Thriller"
Rings,Par.,27800000.0,55300000.0,2017,27.8,55.3,83.1,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151,"Drama,Horror,Mystery"
A Taxi Driver,WGUSA,1500000.0,80100000.0,2017,1.5,80.1,81.6,tt6878038,A Taxi Driver,Taeksi woonjunsa,2017,137.0,"Action,Drama,History",7.8,9301,"Action,Drama,History"
Lady Bird,A24,49000000.0,30000000.0,2017,49.0,30.0,79.0,tt4925292,Lady Bird,Lady Bird,2017,94.0,"Comedy,Drama",7.4,177677,"Comedy,Drama"
American Assassin,LGF,36200000.0,31000000.0,2017,36.2,31.0,67.2,tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",6.2,57793,"Action,Thriller"
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017,28.4,36.8,65.19999999999999,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy",5.5,4820,"Adventure,Animation,Comedy"
The Mountain Between Us,Fox,30300000.0,32500000.0,2017,30.3,32.5,62.8,tt2226597,The Mountain Between Us,The Mountain Between Us,2017,112.0,"Action,Adventure,Drama",6.4,57033,"Action,Adventure,Drama"
The Star,Sony,40900000.0,22000000.0,2017,40.9,22.0,62.9,tt4587656,The Star,The Star,2017,86.0,"Adventure,Animation,Comedy",6.1,5159,"Adventure,Animation,Comedy"
"Everything, Everything",WB,34100000.0,27500000.0,2017,34.1,27.5,61.6,tt5001718,"Everything, Everything","Everything, Everything",2017,96.0,"Drama,Romance",6.4,26811,"Drama,Romance"
Snatched,Fox,45900000.0,15000000.0,2017,45.9,15.0,60.9,tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997,"Action,Adventure,Comedy"
My Little Pony: The Movie,LGF,21900000.0,38400000.0,2017,21.9,38.4,60.3,tt4131800,My Little Pony: The Movie,My Little Pony: The Movie,2017,99.0,"Adventure,Animation,Comedy",6.1,5133,"Adventure,Animation,Comedy"
Molly's Game,STX,28800000.0,30500000.0,2017,28.8,30.5,59.3,tt4209788,Molly's Game,Molly's Game,2017,140.0,"Biography,Crime,Drama",7.5,104786,"Biography,Crime,Drama"
All the Money in the World,TriS,25100000.0,31900000.0,2017,25.1,31.9,57.0,tt5294550,All the Money in the World,All the Money in the World,2017,132.0,"Biography,Crime,Drama",6.8,60303,"Biography,Crime,Drama"
The Big Sick,LGF,42900000.0,13500000.0,2017,42.9,13.5,56.4,tt5462602,The Big Sick,The Big Sick,2017,120.0,"Comedy,Drama,Romance",7.6,104008,"Comedy,Drama,Romance"
Confidential Assignment,CJ,476000.0,55500000.0,2017,0.476,55.5,55.976,tt5606538,Confidential Assignment,Gongjo,2017,125.0,Action,6.5,1828,Action
Downsizing,Par.,24400000.0,30600000.0,2017,24.4,30.6,55.0,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",5.7,74815,"Drama,Sci-Fi"
"I, Tonya",Neon,30000000.0,23900000.0,2017,30.0,23.9,53.9,tt5580036,"I, Tonya","I, Tonya",2017,120.0,"Biography,Comedy,Drama",7.5,141668,"Biography,Comedy,Drama"
Logan Lucky,BST,27800000.0,20700000.0,2017,27.8,20.7,48.5,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"Comedy,Crime,Drama",7.0,105966,"Comedy,Crime,Drama"
Phantom Thread,Focus,21200000.0,26600000.0,2017,21.2,26.6,47.8,tt5776858,Phantom Thread,Phantom Thread,2017,130.0,"Drama,Romance",7.5,86061,"Drama,Romance"
Rough Night,Sony,22100000.0,25200000.0,2017,22.1,25.2,47.3,tt4799050,Rough Night,Rough Night,2017,101.0,"Comedy,Crime,Thriller",5.2,39447,"Comedy,Crime,Thriller"
The Battleship Island,CJ,1100000.0,45000000.0,2017,1.1,45.0,46.1,tt5969696,The Battleship Island,Gunhamdo,2017,132.0,"Action,Drama,History",7.1,4542,"Action,Drama,History"
The Snowman,Uni.,6700000.0,36400000.0,2017,6.7,36.4,43.1,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",5.1,47890,"Crime,Drama,Mystery"
Gifted,FoxS,24800000.0,18200000.0,2017,24.8,18.2,43.0,tt4481414,Gifted,Gifted,2017,101.0,Drama,7.6,82426,Drama
Loving Vincent,Good Deed,6700000.0,35500000.0,2017,6.7,35.5,42.2,tt3262342,Loving Vincent,Loving Vincent,2017,94.0,"Animation,Biography,Crime",7.8,39737,"Animation,Biography,Crime"
Call Me by Your Name,SPC,18100000.0,23800000.0,2017,18.1,23.8,41.900000000000006,tt5726616,Call Me by Your Name,Call Me by Your Name,2017,132.0,"Drama,Romance",7.9,153936,"Drama,Romance"
Fist Fight,WB (NL),32200000.0,8900000.0,2017,32.2,8.9,41.1,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,5.6,35136,Comedy
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,20.7,19.4,40.099999999999994,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family",4.4,5635,"Comedy,Family"
The House,WB (NL),25600000.0,8600000.0,2017,25.6,8.6,34.2,tt4481514,The House,The House,2017,88.0,"Comedy,Crime",5.6,33365,"Comedy,Crime"
Sleepless,ORF,20800000.0,12100000.0,2017,20.8,12.1,32.9,tt2072233,Sleepless,Sleepless,2017,95.0,"Action,Crime,Thriller",5.6,25827,"Action,Crime,Thriller"
The Disaster Artist,A24,21100000.0,8700000.0,2017,21.1,8.7,29.8,tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737,"Biography,Comedy,Drama"
Judwaa 2,FIP,1400000.0,25500000.0,2017,1.4,25.5,26.9,tt5456546,Judwaa 2,Judwaa 2,2017,145.0,"Action,Comedy",3.9,7136,"Action,Comedy"
The Bye Bye Man,STX,22400000.0,4300000.0,2017,22.4,4.3,26.7,tt4030600,The Bye Bye Man,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror",4.3,17743,"Drama,Fantasy,Horror"
The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017,17.6,8.6,26.200000000000003,tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,2017,127.0,"Biography,Drama,History",7.0,32056,"Biography,Drama,History"
Father Figures,WB,17500000.0,8100000.0,2017,17.5,8.1,25.6,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,14373,"Adventure,Comedy,Drama"
Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017,2.0,23.2,25.2,tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,2017,139.0,"Comedy,Drama,Romance",6.2,8584,"Comedy,Drama,Romance"
The Glass Castle,LGF,17300000.0,4600000.0,2017,17.3,4.6,21.9,tt2378507,The Glass Castle,The Glass Castle,2017,127.0,"Biography,Drama",7.2,23580,"Biography,Drama"
